sector,revenue_million,revenue_growth_rate,burn_rate_million,runway_months,funding_rounds,team_size,founder_experience_years,has_technical_cofounder,product_traction_users,customer_growth_rate,enterprise_customers,market_size_billion,business_model,geography,investor_type,founder_background,outcome
Other,0.0,,5.0,0.0,0,215,22,0,97484,,38,100,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,162,11,0,47435,,18,100,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,140,16,0,160091,,64,100,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,148,13,1,115975,,81,250,Subscription,Middle East,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,126,9,1,128941,,90,250,Subscription,Other,none,first_time,Acquisition
Other,0.38,149.5,0.93,4.5,2,57,15,1,172514,106.8,69,100,Subscription,North America,tier2_vc,first_time,Acquisition
Ecommerce,0.66,120.0,1.09,3.3,1,35,19,1,44254,103.6,8,180,Marketplace,Other,tier2_vc,first_time,Failure
SaaS,0.0,,5.0,0.0,0,256,24,1,135519,,94,250,Subscription,Other,none,ex_bigtech,Failure
SaaS,0.0,120.0,0.01,0.0,1,177,5,1,194854,116.1,136,250,Subscription,Other,none,ex_bigtech,Failure
SaaS,2.7,74.4,2.09,10.3,2,30,19,1,340664,33.2,238,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,15.15,59.0,9.93,0.7,3,244,13,0,501129,50.2,200,100,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,201,23,1,67377,,26,100,Subscription,Middle East,none,academic,Acquisition
Ecommerce,64.34,113.8,14.53,4.4,7,214,24,1,832692,102.7,166,180,Marketplace,Europe,tier1_vc,first_time,Acquisition
Other,0.79,120.0,3.16,3.6,1,59,15,0,161749,79.4,64,100,Subscription,Europe,tier2_vc,ex_bigtech,Failure
Other,8.55,57.1,4.07,3.5,4,102,24,0,696820,42.8,278,100,Subscription,North America,tier1_vc,serial_founder,Acquisition
SaaS,1.6,67.5,1.12,6.0,2,52,4,1,197828,67.8,138,250,Subscription,Middle East,tier2_vc,serial_founder,Failure
Other,0.0,,5.0,0.0,0,126,7,1,99953,,39,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,39,12,0,106678,,42,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,192,22,0,146669,,58,100,Subscription,North America,none,academic,Acquisition
Other,0.49,120.0,1.96,3.6,1,181,5,1,130930,84.1,52,100,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,73,20,1,104658,,41,100,Subscription,North America,none,first_time,Acquisition
Fintech,0.0,,5.0,0.0,0,156,15,1,177096,,88,200,Transaction-fee,North America,none,serial_founder,Acquisition
SaaS,1.22,60.7,0.77,7.2,2,15,20,1,61820,66.7,43,250,Subscription,Middle East,tier2_vc,first_time,Failure
Other,59.15,46.7,23.0,3.2,4,273,11,1,678036,38.6,271,100,Subscription,North America,tier2_vc,serial_founder,Acquisition
SaaS,0.27,120.0,0.66,2.0,1,218,19,1,43908,94.4,30,250,Subscription,Europe,tier2_vc,ex_bigtech,Failure
SaaS,3.6,120.0,9.0,3.6,1,65,17,1,113754,100.1,79,250,Subscription,Other,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,9,9,0,113710,,45,100,Subscription,Other,none,academic,Acquisition
SaaS,0.63,120.0,1.57,3.6,1,22,19,0,76872,85.4,53,250,Subscription,Other,tier2_vc,first_time,Failure
Health,0.0,,5.0,0.0,0,65,4,1,108495,,43,350,Subscription,Other,none,first_time,IPO
SaaS,0.0,,5.0,0.0,0,251,22,1,123417,,86,250,Subscription,North America,none,serial_founder,Acquisition
Other,30.35,30.0,7.6,23.7,4,180,5,1,182412,58.8,72,100,Subscription,North America,tier1_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,236,0,1,192557,,134,250,Subscription,Other,none,ex_bigtech,Acquisition
Ecommerce,0.79,120.0,1.32,3.6,1,238,4,1,192996,81.0,38,180,Marketplace,North America,none,first_time,Failure
Other,0.0,,5.0,0.0,0,47,5,1,67540,,27,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,220,1,1,185037,,74,100,Subscription,North America,none,academic,Acquisition
Other,10.5,120.0,42.0,3.6,1,212,23,0,102176,112.5,40,100,Subscription,North America,tier2_vc,academic,Failure
Other,0.0,,5.0,0.0,0,62,22,1,39386,,15,100,Subscription,Asia,none,academic,Acquisition
Ecommerce,0.0,,5.0,0.0,0,227,19,0,124706,,24,180,Marketplace,North America,none,first_time,Acquisition
SaaS,0.37,106.8,0.41,1.5,2,93,20,1,254664,97.4,178,250,Subscription,Europe,tier2_vc,first_time,Failure
SaaS,3.2,120.0,8.0,3.6,1,133,19,1,117549,50.0,82,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,2.0,120.0,8.0,3.6,1,157,20,0,124387,87.6,49,100,Subscription,Other,tier2_vc,first_time,Acquisition
Other,6.06,26.8,1.81,12.4,3,176,4,1,389907,0.0,155,100,Subscription,Other,tier2_vc,academic,IPO
SaaS,4.8,120.0,12.0,3.6,1,31,20,1,66392,117.4,46,250,Subscription,Other,none,academic,Acquisition
Health,16.6,120.3,41.61,5.7,2,184,0,0,266336,82.0,106,350,Subscription,North America,none,serial_founder,IPO
Other,0.0,120.0,0.0,0.0,1,166,23,0,170136,68.0,68,100,Subscription,Europe,tier2_vc,academic,Failure
SaaS,0.0,,5.0,0.0,0,37,8,1,103565,,72,250,Subscription,Asia,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,20,21,1,126743,,50,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,253,5,1,74865,,52,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,120.0,0.0,0.0,1,190,18,1,89611,104.1,35,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.96,120.0,2.4,3.6,1,181,13,1,134737,106.2,94,250,Subscription,Other,none,ex_bigtech,Failure
Fintech,63.54,120.0,211.8,3.6,1,153,16,0,73587,125.8,36,200,Transaction-fee,North America,tier2_vc,first_time,IPO
Other,0.0,,5.0,0.0,0,120,19,0,171843,,68,100,Subscription,North America,none,serial_founder,Acquisition
Health,0.67,120.0,3.34,3.6,1,28,22,1,115385,88.2,46,350,Subscription,North America,none,first_time,Failure
SaaS,0.04,120.0,0.1,0.3,1,299,8,1,95095,127.4,66,250,Subscription,Europe,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,208,12,1,47802,,19,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,183,12,1,61552,,43,250,Subscription,Other,none,ex_bigtech,Acquisition
Health,4.13,120.0,20.63,3.6,1,254,16,0,110361,54.6,44,350,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,265,21,1,34730,,24,250,Subscription,Other,none,ex_bigtech,Acquisition
Fintech,0.0,,5.0,0.0,0,39,17,1,142934,,71,200,Transaction-fee,North America,none,first_time,IPO
SaaS,0.52,120.0,1.3,3.6,1,289,17,1,91579,92.3,64,250,Subscription,North America,tier2_vc,ex_bigtech,Failure
SaaS,36.0,53.3,13.33,13.5,3,170,0,1,434220,47.8,303,250,Subscription,North America,tier1_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,76,9,1,184028,,128,250,Subscription,Europe,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,290,8,1,82820,,57,250,Subscription,Asia,none,ex_bigtech,Acquisition
Other,20.06,66.4,7.4,2.8,6,118,6,1,1068642,76.1,427,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,124,22,0,91360,,36,100,Subscription,Asia,none,first_time,IPO
Other,9.0,120.0,36.0,3.6,1,278,13,0,37316,86.2,14,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,293,19,1,81630,,32,100,Subscription,Europe,none,ex_bigtech,Acquisition
Ecommerce,0.0,,5.0,0.0,0,53,2,1,27032,,5,180,Marketplace,North America,none,academic,Acquisition
Fintech,0.0,,5.0,0.0,0,252,13,1,167664,,83,200,Transaction-fee,Other,none,ex_bigtech,Acquisition
Fintech,0.0,,5.0,0.0,0,121,23,0,170042,,85,200,Transaction-fee,North America,none,ex_bigtech,Acquisition
Other,0.0,120.0,0.02,0.1,1,233,1,0,101596,83.3,40,100,Subscription,Asia,none,serial_founder,Acquisition
Other,327.25,76.9,119.87,11.1,7,286,7,0,1071035,48.2,428,100,Subscription,North America,tier1_vc,ex_bigtech,Acquisition
Ecommerce,0.15,120.0,0.25,0.8,1,193,22,1,65487,47.3,13,180,Marketplace,Europe,none,first_time,Failure
Health,0.01,120.0,0.03,0.1,1,33,11,0,175929,57.9,70,350,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,232,13,0,156429,,62,100,Subscription,North America,none,first_time,IPO
Other,0.0,,5.0,0.0,0,6,18,1,157979,,63,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,261,4,0,101888,,40,100,Subscription,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,237,22,1,48920,,34,250,Subscription,Other,none,first_time,Acquisition
Other,2.15,87.0,2.08,7.4,3,27,5,0,415482,85.8,166,100,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,264,5,1,69639,,27,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,282,8,1,148152,,59,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,172,15,0,99703,,39,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,251,14,1,177934,,71,100,Subscription,Other,none,serial_founder,Acquisition
Ecommerce,0.06,120.0,0.1,0.3,1,52,23,0,143738,118.7,28,180,Marketplace,Other,none,first_time,Failure
Health,0.0,,5.0,0.0,0,157,16,0,153935,,61,350,Subscription,North America,none,serial_founder,Acquisition
SaaS,8.0,120.0,20.0,3.6,1,33,3,0,132793,96.3,92,250,Subscription,North America,tier1_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,54,3,1,129517,,51,100,Subscription,North America,none,first_time,Acquisition
SaaS,4.8,120.0,12.0,3.6,1,283,23,1,66478,77.6,46,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,33.15,38.7,7.14,15.1,6,299,1,1,702372,30.3,280,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,4.0,120.0,16.0,3.6,1,95,3,1,176726,69.8,70,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,181,21,1,146364,,58,100,Subscription,Europe,none,first_time,Acquisition
SaaS,7.6,61.4,4.86,2.2,2,212,22,1,282072,32.9,197,250,Subscription,Europe,tier2_vc,first_time,Failure
Other,5.0,110.6,9.22,5.6,2,263,12,0,65420,124.1,26,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.38,120.0,1.5,3.6,1,67,4,1,41819,122.5,16,100,Subscription,Other,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,227,24,0,35272,,14,100,Subscription,North America,none,first_time,IPO
Other,5.7,62.5,3.96,9.6,3,269,2,1,242499,91.3,96,100,Subscription,North America,tier1_vc,first_time,Failure
Other,0.0,120.0,0.0,0.0,1,179,20,1,179481,73.2,71,100,Subscription,North America,tier2_vc,ex_bigtech,Failure
Other,0.0,,5.0,0.0,0,283,2,1,181476,,72,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,273,20,1,121131,,48,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,8,5,1,68044,,27,100,Subscription,Other,none,academic,Acquisition
Health,175.04,82.9,54.94,0.1,11,188,23,1,1046914,16.3,418,350,Subscription,North America,tier2_vc,first_time,IPO
Other,13.65,65.4,4.25,5.1,7,130,3,1,361718,41.1,144,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,18,18,1,183884,,128,250,Subscription,North America,none,academic,Failure
Other,3.0,120.0,12.0,3.6,1,77,19,0,29207,75.6,11,100,Subscription,North America,tier2_vc,first_time,Failure
Health,22.3,24.1,11.18,21.3,2,296,13,1,93642,0.0,37,350,Subscription,North America,tier2_vc,ex_bigtech,IPO
SaaS,0.0,,5.0,0.0,0,9,18,1,150897,,105,250,Subscription,North America,none,first_time,Acquisition
Health,10.6,30.7,6.78,4.8,2,93,23,1,61602,21.2,24,350,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,170,22,1,96541,,38,100,Subscription,Europe,none,academic,IPO
Other,0.0,,5.0,0.0,0,292,20,1,191721,,76,100,Subscription,Other,none,first_time,Acquisition
Ecommerce,0.0,,5.0,0.0,0,189,21,0,105760,,21,180,Marketplace,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,242,6,1,115694,,46,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,246,2,1,80410,,56,250,Subscription,North America,none,first_time,Acquisition
Ecommerce,0.0,,5.0,0.0,0,276,20,0,39950,,7,180,Marketplace,North America,none,ex_bigtech,Acquisition
SaaS,4.2,120.0,10.5,3.6,1,17,17,1,184686,106.9,129,250,Subscription,Other,tier2_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,80,20,1,124631,,49,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,182,11,0,148261,,59,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,120.0,0.0,0.0,1,86,16,0,21915,66.1,8,100,Subscription,North America,tier2_vc,serial_founder,Failure
Ecommerce,0.0,,5.0,0.0,0,104,12,1,87882,,17,180,Marketplace,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,270,23,0,176244,,70,100,Subscription,Other,none,ex_bigtech,Acquisition
Health,0.94,53.1,1.04,6.9,2,247,21,0,297072,44.7,118,350,Subscription,North America,none,ex_bigtech,IPO
Health,0.0,,5.0,0.0,0,203,23,0,142393,,56,350,Subscription,North America,none,first_time,Acquisition
SaaS,3.71,130.4,5.04,2.3,2,219,20,1,99854,78.7,69,250,Subscription,North America,none,serial_founder,Acquisition
Health,11.63,54.9,6.65,1.2,4,250,18,1,338800,26.0,135,350,Subscription,North America,tier2_vc,first_time,Acquisition
Ecommerce,0.15,120.0,0.25,0.7,1,82,10,1,188895,136.0,37,180,Marketplace,Asia,none,first_time,Failure
SaaS,0.04,120.0,0.1,0.3,1,117,5,1,88684,82.2,62,250,Subscription,North America,none,first_time,Failure
Health,12.4,101.4,26.19,4.9,2,273,4,0,289088,87.7,115,350,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,240.0,0.0,0.0,2,51,9,0,300474,207.1,120,100,Subscription,Europe,tier1_vc,first_time,Acquisition
Health,78.5,35.4,38.55,4.2,3,90,4,1,427047,15.5,170,350,Subscription,North America,tier2_vc,first_time,IPO
SaaS,1.6,120.0,4.0,3.6,1,279,16,0,41456,93.4,29,250,Subscription,North America,none,ex_bigtech,Failure
Other,0.08,120.0,0.34,1.0,1,144,3,0,105132,71.2,42,100,Subscription,North America,none,first_time,Failure
Other,0.0,,5.0,0.0,0,5,20,0,74042,,29,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,53,23,1,174749,,69,100,Subscription,Other,none,ex_bigtech,Acquisition
SaaS,5.0,98.4,5.13,6.0,2,82,5,1,249874,84.5,174,250,Subscription,North America,tier2_vc,serial_founder,Failure
Other,66.0,120.0,264.0,3.6,1,98,0,1,168642,84.7,67,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,294,1,1,122535,,85,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,14.0,147.0,34.3,2.7,2,206,12,0,106030,118.7,42,100,Subscription,Asia,tier2_vc,academic,IPO
Health,0.0,,5.0,0.0,0,292,3,1,80655,,32,350,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,247,2,1,146418,,58,100,Subscription,North America,none,academic,Acquisition
SaaS,0.9,120.0,2.25,3.6,1,122,19,1,182345,114.0,127,250,Subscription,North America,none,academic,Failure
Other,0.0,,5.0,0.0,0,186,19,1,126809,,50,100,Subscription,North America,none,first_time,Acquisition
Other,93.1,240.0,372.38,3.1,2,67,13,0,322384,207.9,128,100,Subscription,North America,tier1_vc,first_time,Failure
Other,1.88,120.0,7.5,3.6,1,238,10,0,116721,52.2,46,100,Subscription,North America,tier2_vc,first_time,Failure
SaaS,0.0,120.0,0.0,0.0,1,102,19,1,60050,100.8,42,250,Subscription,North America,tier2_vc,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,92,12,1,74276,,29,100,Subscription,North America,none,academic,Failure
Health,6.24,38.6,5.02,8.6,2,299,20,0,329346,41.1,131,350,Subscription,North America,tier2_vc,serial_founder,Acquisition
Health,17.4,37.4,6.77,6.3,4,118,0,0,110648,25.3,44,350,Subscription,North America,tier2_vc,first_time,Failure
Other,2.5,120.0,10.0,3.6,1,41,6,1,44960,125.1,17,100,Subscription,North America,none,first_time,Acquisition
Ecommerce,0.0,,5.0,0.0,0,69,14,1,59346,,11,180,Marketplace,Other,none,ex_bigtech,Failure
SaaS,0.0,,5.0,0.0,0,244,22,1,92637,,64,250,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,263,4,1,165404,,66,100,Subscription,Europe,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,273,19,0,71279,,28,100,Subscription,North America,none,first_time,Acquisition
Other,7.82,91.9,7.99,2.7,3,88,16,0,285609,84.4,114,100,Subscription,North America,tier2_vc,serial_founder,Acquisition
SaaS,0.0,120.0,0.0,0.0,1,38,17,1,180275,97.2,126,250,Subscription,North America,tier1_vc,first_time,Acquisition
Health,9.72,132.7,17.92,1.3,3,26,6,0,144747,114.7,57,350,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,240,13,1,151640,,60,100,Subscription,Europe,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,201,10,1,47496,,18,100,Subscription,Europe,none,first_time,Acquisition
Fintech,5.01,39.4,1.83,1.0,3,17,22,1,132936,22.4,66,200,Transaction-fee,North America,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,170,0,1,90656,,36,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,212,17,0,40268,,16,100,Subscription,Europe,none,serial_founder,Acquisition
Other,106.0,80.4,40.6,0.9,7,93,18,1,1205890,79.8,482,100,Subscription,Europe,tier1_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,108,0,1,133259,,53,100,Subscription,Europe,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,208,20,1,131022,,52,100,Subscription,North America,none,first_time,Acquisition
Other,26.0,79.1,17.13,5.9,4,16,18,0,701000,60.1,280,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,1.6,120.0,4.0,3.6,1,43,3,1,119367,102.6,83,250,Subscription,North America,none,first_time,Failure
Health,0.0,,5.0,0.0,0,235,15,1,36520,,14,350,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,161,15,1,109117,,43,100,Subscription,Europe,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,108,0,1,143961,,57,100,Subscription,North America,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,19,19,1,56845,,39,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,270,16,1,33707,,23,250,Subscription,North America,none,academic,Acquisition
Other,4.4,300.0,15.08,0.5,3,287,3,1,468417,266.7,187,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,50,16,1,73585,,29,100,Subscription,Europe,none,academic,Acquisition
Other,126.5,92.0,97.0,8.5,4,88,20,1,627224,72.4,250,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,195,13,1,125878,,88,250,Subscription,North America,none,first_time,Acquisition
Other,1.25,120.0,5.0,3.6,1,140,15,1,113811,108.8,45,100,Subscription,North America,tier2_vc,serial_founder,Failure
Health,0.4,87.1,0.73,4.8,2,182,21,1,57454,93.0,22,350,Subscription,North America,none,first_time,IPO
Other,0.0,,5.0,0.0,0,235,10,0,24714,,9,100,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,228,14,0,198759,,79,100,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,268,3,0,44181,,17,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,297,2,0,178100,,71,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,152,16,1,44118,,17,100,Subscription,Europe,none,academic,Acquisition
SaaS,4.21,88.0,3.86,3.0,2,188,19,1,203066,77.2,142,250,Subscription,Europe,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,34,6,0,79971,,55,250,Subscription,North America,none,ex_bigtech,Acquisition
Other,10.0,120.0,40.0,3.6,1,287,0,1,114645,102.4,45,100,Subscription,North America,none,serial_founder,IPO
Other,0.0,,5.0,0.0,0,158,5,0,153577,,61,100,Subscription,Europe,none,ex_bigtech,Acquisition
Other,0.46,120.0,1.86,3.6,1,112,24,0,79480,94.8,31,100,Subscription,Europe,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,257,13,1,45879,,18,100,Subscription,North America,none,ex_bigtech,Acquisition
Fintech,2.07,155.7,2.99,8.3,3,243,14,0,570972,146.9,285,200,Transaction-fee,North America,tier2_vc,first_time,Failure
SaaS,0.0,,5.0,0.0,0,252,9,1,127226,,89,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.72,120.0,1.8,3.6,1,41,2,1,52699,92.0,36,250,Subscription,North America,tier2_vc,first_time,IPO
Health,0.0,,5.0,0.0,0,209,0,1,113029,,45,350,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,280,20,1,177231,,70,100,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,34,3,1,95511,,38,100,Subscription,Europe,none,academic,Failure
SaaS,0.0,,5.0,0.0,0,288,5,0,76870,,53,250,Subscription,Other,none,academic,Acquisition
Ecommerce,0.0,,5.0,0.0,0,252,5,1,52562,,10,180,Marketplace,Europe,none,academic,IPO
SaaS,0.0,,5.0,0.0,0,137,21,1,134306,,94,250,Subscription,Other,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,153,22,0,138543,,55,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,3.12,120.0,7.8,3.6,1,288,6,1,45411,104.0,31,250,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,202,19,1,187321,,74,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,280,7,1,137590,,55,100,Subscription,North America,none,ex_bigtech,IPO
Other,0.0,,5.0,0.0,0,70,16,1,34666,,13,100,Subscription,North America,none,ex_bigtech,Acquisition
Health,1.3,120.0,6.51,3.6,1,288,23,0,87335,121.9,34,350,Subscription,North America,none,first_time,Failure
SaaS,0.0,,5.0,0.0,0,253,11,1,144283,,100,250,Subscription,Oceania,none,first_time,Acquisition
Other,7.8,120.0,31.2,3.6,1,174,2,1,76250,103.5,30,100,Subscription,Europe,tier2_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,29,21,1,65987,,26,100,Subscription,North America,none,first_time,IPO
Other,6.81,120.0,27.25,3.6,1,8,22,0,77392,109.6,30,100,Subscription,Europe,tier2_vc,ex_bigtech,Acquisition
Other,17.5,34.2,9.97,10.8,2,171,2,0,260114,15.4,104,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
